lat,lon,ts,temperature,precipitation_type,precipitation_intensity,wind_speed,visibility,humidity,dew_point,road_type,segment_distance_m,hour_of_day,day_of_week,month,prior_year_crash_count,label
42.28377752029836,-71.08717836802579,2018-10-30 15:33:18+00:00,7.7,none,0.0,20.0,10.0,58.0,-0.1,arterial,1000.0,15,1,10,0,1
42.3781633386943,-71.02918546281074,2023-08-12 09:55:28+00:00,15.7,none,0.0,4.7,10.0,90.0,14.0,arterial,1000.0,9,5,8,1,1
42.34759417814959,-71.08558520407543,2018-03-24 21:50:14+00:00,3.0,rain,0.4,11.3,10.0,85.0,0.8,highway,1000.0,21,5,3,0,1
42.26764942722364,-71.09959823500441,2020-09-20 00:58:26+00:00,9.6,none,0.0,5.5,10.0,75.0,5.3,arterial,1000.0,0,6,9,0,1
42.28250576150942,-71.0988304942299,2018-06-15 16:28:02+00:00,15.5,none,0.0,8.7,10.0,71.0,10.3,residential,1000.0,16,4,6,3,1
42.27138154530416,-71.0923370909693,2021-01-05 13:57:58+00:00,-0.5,none,0.0,13.0,10.0,79.0,-3.7,arterial,1000.0,13,1,1,1,1
42.28371873084082,-71.08935512355495,2021-05-22 16:03:47+00:00,27.3,none,0.0,12.3,10.0,42.0,13.2,highway,1000.0,16,5,5,9,1
42.32867315488852,-71.08344622355169,2020-12-25 17:09:28+00:00,14.8,rain,2.9,17.3,10.0,94.0,13.8,arterial,1000.0,17,4,12,19,1
42.335177924623125,-71.07114204719788,2025-07-01 14:28:16+00:00,26.0,rain,0.3,16.4,10.0,78.0,21.9,arterial,1000.0,14,1,7,0,1
42.36694154078833,-71.05851973212272,2022-06-25 15:28:26+00:00,27.5,none,0.0,4.9,10.0,45.0,14.6,arterial,1000.0,15,5,6,0,1
42.2730010097342,-71.12005824960106,2018-08-22 10:11:47+00:00,18.8,none,0.0,10.9,10.0,96.0,18.1,arterial,1000.0,10,2,8,0,1
42.29270873918706,-71.09402948721261,2020-05-04 18:17:58+00:00,18.6,none,0.0,21.4,10.0,39.0,4.4,arterial,1000.0,18,0,5,5,1
42.31956758425512,-71.09827275899707,2024-07-03 13:26:53+00:00,23.5,none,0.0,4.7,10.0,65.0,16.5,arterial,1000.0,13,2,7,3,1
42.31357437022553,-71.05707302197283,2019-02-15 15:08:14+00:00,6.8,none,0.0,23.2,10.0,69.0,1.5,arterial,1000.0,15,4,2,1,1
42.30045011688833,-71.11462792993642,2018-12-02 14:21:56+00:00,6.2,rain,3.9,15.2,10.0,94.0,5.2,arterial,1000.0,14,6,12,4,1
42.33289248956911,-71.07267753674451,2025-04-03 04:52:02+00:00,2.5,snow,0.7000000000000001,12.0,10.0,80.0,-0.6,arterial,1000.0,4,3,4,18,1
42.29364503813323,-71.06208897560543,2019-01-07 17:46:01+00:00,-4.0,none,0.0,16.4,10.0,38.0,-16.4,arterial,1000.0,17,0,1,4,1
42.34927817357687,-71.04354111639395,2025-01-11 12:55:27+00:00,-1.8,snow,2.1,6.9,10.0,75.0,-5.7,arterial,1000.0,12,5,1,1,1
42.35705648288483,-71.05135598810772,2021-12-25 16:20:47+00:00,1.0,rain,0.8,6.8,10.0,92.0,-0.1,arterial,1000.0,16,5,12,6,1
42.27486180717806,-71.11994739191327,2024-07-29 18:22:07+00:00,23.5,none,0.0,12.8,10.0,62.0,15.9,arterial,1000.0,18,0,7,1,1
42.33378629193718,-71.06944571206833,2018-03-09 20:17:55+00:00,2.3,snow,1.4000000000000001,18.6,10.0,61.0,-4.4,arterial,1000.0,20,4,3,0,1
42.29735665471398,-71.05640719821241,2020-10-09 19:32:32+00:00,15.1,none,0.0,14.8,10.0,28.0,-3.5,arterial,1000.0,19,4,10,2,1
42.33262014368461,-71.07201818804987,2024-01-14 19:09:38+00:00,4.6,none,0.0,35.5,10.0,41.0,-7.6,arterial,1000.0,19,6,1,19,1
42.32549198631995,-71.07226296191338,2019-07-08 23:14:08+00:00,23.2,none,0.0,13.1,10.0,65.0,16.2,arterial,1000.0,23,0,7,1,1
42.29593929776769,-71.08436295430869,2025-11-18 18:35:40+00:00,7.6,none,0.0,19.6,10.0,46.0,-3.4,arterial,1000.0,18,1,11,4,1
42.27371253237899,-71.0999496140661,2018-05-15 21:36:36+00:00,25.6,none,0.0,13.3,10.0,67.0,19.0,arterial,1000.0,21,1,5,0,1
42.32377729967336,-71.05529825352797,2024-09-08 20:49:20+00:00,19.6,none,0.0,20.9,10.0,36.0,4.3,highway,1000.0,20,6,9,15,1
42.28968602188895,-71.1246694778313,2018-05-17 20:12:42+00:00,21.1,none,0.0,6.5,10.0,72.0,15.8,arterial,1000.0,20,3,5,0,1
42.33350537478765,-71.08063588218637,2020-09-04 13:29:11+00:00,24.5,none,0.0,12.0,10.0,72.0,19.0,arterial,1000.0,13,4,9,5,1
42.29252447906969,-71.07178975683641,2022-04-30 20:21:05+00:00,11.0,none,0.0,6.5,10.0,51.0,1.1,arterial,1000.0,20,5,4,3,1
42.29118368959293,-71.08905069225429,2022-03-04 07:58:53+00:00,-9.6,none,0.0,12.5,10.0,71.0,-13.9,arterial,1000.0,7,4,3,7,1
42.27649175736404,-71.09256329228981,2024-03-11 09:33:05+00:00,0.1,snow,0.7000000000000001,29.1,10.0,60.0,-6.9,arterial,1000.0,9,0,3,6,1
42.36277821163417,-71.0574701532557,2025-07-19 15:25:31+00:00,25.6,none,0.0,1.5,10.0,41.0,11.3,arterial,1000.0,15,5,7,6,1
42.29169046924844,-71.07171700150548,2020-11-12 11:58:38+00:00,17.5,none,0.0,13.9,10.0,96.0,16.9,arterial,1000.0,11,3,11,3,1
42.28266560457583,-71.08533701272175,2021-04-22 20:31:26+00:00,7.4,none,0.0,37.8,10.0,31.0,-8.8,arterial,1000.0,20,3,4,3,1
42.36913878269026,-71.03203871891394,2024-04-02 16:02:04+00:00,7.0,none,0.0,16.4,10.0,71.0,2.0,arterial,1000.0,16,1,4,0,1
42.339317293240576,-71.10163810985297,2018-07-24 18:52:45+00:00,29.0,rain,0.1,18.4,10.0,59.0,20.1,arterial,1000.0,18,1,7,1,1
42.3505153403427,-71.0564272409312,2020-08-30 18:22:28+00:00,23.5,none,0.0,25.3,10.0,46.0,11.2,arterial,1000.0,18,6,8,0,1
42.312970235301385,-71.09258618144743,2021-10-01 07:36:27+00:00,8.6,none,0.0,9.9,10.0,86.0,6.4,arterial,1000.0,7,4,10,3,1
42.37090210830588,-71.04285269900382,2025-09-22 21:59:50+00:00,21.1,none,0.0,6.2,10.0,60.0,13.1,arterial,1000.0,21,0,9,1,1
42.316372123054194,-71.08284421230768,2019-08-12 15:50:25+00:00,27.0,none,0.0,13.4,10.0,43.0,13.1,arterial,1000.0,15,0,8,5,1
42.31272679965486,-71.09591417994388,2020-07-22 17:11:39+00:00,25.7,rain,0.1,6.1,10.0,65.0,18.8,arterial,1000.0,17,2,7,0,1
42.36320697025249,-71.13505988564867,2024-10-29 23:23:11+00:00,9.8,none,0.0,11.9,10.0,66.0,3.8,arterial,1000.0,23,1,10,1,1
42.3675086505373,-71.06643770153019,2023-12-27 22:35:26+00:00,7.9,rain,0.1,3.4,10.0,98.0,7.7,arterial,1000.0,22,2,12,0,1
42.31973606925671,-71.07197951294677,2018-08-26 02:35:55+00:00,19.1,none,0.0,14.6,10.0,81.0,15.8,arterial,1000.0,2,6,8,1,1
42.31452844173898,-71.07750643369458,2025-09-12 10:16:59+00:00,13.9,none,0.0,8.7,10.0,74.0,9.4,residential,1000.0,10,4,9,0,1
42.34003980967691,-71.08251815251514,2023-02-20 15:22:54+00:00,10.1,none,0.0,11.9,10.0,82.0,7.2,arterial,1000.0,15,0,2,2,1
42.32862781278324,-71.08579727392235,2019-12-07 02:40:36+00:00,0.6,none,0.0,13.9,10.0,88.0,-1.1,arterial,1000.0,2,5,12,10,1
42.319510839088224,-71.11161394073045,2020-04-07 08:54:27+00:00,6.2,none,0.0,10.9,10.0,49.0,-3.8,arterial,1000.0,8,1,4,2,1
42.36116815715776,-71.06369213765952,2018-11-24 01:26:02+00:00,-4.3,none,0.0,16.1,10.0,32.0,-18.5,arterial,1000.0,1,5,11,1,1
42.33119414918639,-71.07700217910111,2022-08-12 14:33:06+00:00,23.6,none,0.0,12.7,10.0,55.0,14.0,arterial,1000.0,14,4,8,3,1
42.3319382998882,-71.11260377154862,2019-05-12 20:06:14+00:00,7.8,rain,0.3,6.5,10.0,67.0,2.0,arterial,1000.0,20,6,5,4,1
42.34569844202107,-71.04140461776426,2025-02-18 18:48:17+00:00,-6.3,none,0.0,34.5,10.0,54.0,-14.0,arterial,1000.0,18,1,2,1,1
42.28779257343476,-71.13064307673753,2019-01-24 13:32:22+00:00,10.9,rain,0.4,31.1,10.0,94.0,9.9,arterial,1000.0,13,3,1,1,1
42.29801940470516,-71.13036001503197,2020-07-08 12:55:57+00:00,23.0,none,0.0,15.2,10.0,85.0,20.4,highway,1000.0,12,2,7,1,1
42.36383478396024,-71.0703274925266,2020-09-11 18:00:58+00:00,17.7,none,0.0,10.4,10.0,69.0,11.9,arterial,1000.0,18,4,9,0,1
42.36010418886195,-71.11752429146709,2022-06-07 11:40:14+00:00,17.2,none,0.0,12.0,10.0,58.0,9.0,arterial,1000.0,11,1,6,5,1
42.32055081625119,-71.05458141288392,2024-06-13 13:50:03+00:00,21.3,none,0.0,11.5,10.0,55.0,11.8,arterial,1000.0,13,3,6,0,1
42.36694154078833,-71.05851973212272,2023-04-22 21:56:37+00:00,10.1,none,0.0,22.2,10.0,77.0,6.2,arterial,1000.0,21,5,4,3,1
42.26554520942512,-71.12877890205023,2022-04-06 07:45:32+00:00,4.5,none,0.0,2.3,10.0,78.0,1.0,arterial,1000.0,7,2,4,0,1
42.35080129905412,-71.1298305265156,2023-02-04 15:24:27+00:00,-18.4,none,0.0,25.3,10.0,16.0,-37.8,arterial,1000.0,15,5,2,1,1
42.309942829660685,-71.08288302386475,2024-08-05 09:10:50+00:00,21.2,none,0.0,9.8,10.0,96.0,20.5,arterial,1000.0,9,0,8,9,1
42.2811059199249,-71.0925983074129,2021-08-28 23:41:19+00:00,19.0,none,0.0,12.3,10.0,67.0,12.8,arterial,1000.0,23,5,8,3,1
42.303643975510575,-71.07461742391307,2019-06-25 01:41:25+00:00,18.4,none,0.0,11.4,10.0,86.0,15.9,residential,1000.0,1,1,6,0,1
42.28579722469548,-71.12010754740658,2021-02-27 10:46:38+00:00,-0.2,none,0.0,12.3,10.0,75.0,-4.1,arterial,1000.0,10,5,2,1,1
42.2966951322113,-71.07227870100053,2023-04-15 01:34:39+00:00,12.9,none,0.0,10.9,10.0,76.0,8.8,arterial,1000.0,1,5,4,1,1
42.3358132567584,-71.08149273513523,2025-03-10 17:23:50+00:00,12.5,none,0.0,19.0,10.0,37.0,-1.6,arterial,1000.0,17,0,3,0,1
42.31894727612984,-71.05476083419724,2023-08-01 23:20:48+00:00,21.4,none,0.0,9.7,10.0,49.0,10.1,arterial,1000.0,23,1,8,0,1
42.272436845721806,-71.07853858290147,2021-03-09 13:38:34+00:00,4.8,none,0.0,14.5,10.0,52.0,-4.2,residential,1000.0,13,1,3,2,1
42.27813276415552,-71.07221980166818,2023-12-04 06:52:55+00:00,7.1,rain,0.4,12.6,10.0,100.0,7.0,arterial,1000.0,6,0,12,3,1
42.29551315096727,-71.0721081195909,2019-07-19 16:00:37+00:00,27.0,none,0.0,8.2,10.0,70.0,21.0,arterial,1000.0,16,4,7,5,1
42.29686819727773,-71.06701675356547,2020-09-01 11:22:44+00:00,16.2,none,0.0,8.8,10.0,86.0,13.9,arterial,1000.0,11,1,9,0,1
42.26406346151905,-71.12679450383854,2021-09-26 20:19:32+00:00,21.4,none,0.0,20.3,10.0,38.0,6.4,arterial,1000.0,20,6,9,0,1
42.308783113511446,-71.12133631401319,2022-05-04 10:57:04+00:00,8.4,none,0.0,7.7,10.0,90.0,6.9,arterial,1000.0,10,2,5,2,1
42.35113804059253,-71.06487514786564,2023-11-12 14:56:31+00:00,1.4,none,0.0,11.4,10.0,66.0,-4.3,arterial,1000.0,14,6,11,3,1
42.35065384443565,-71.1109567442934,2023-09-22 23:20:06+00:00,14.9,none,0.0,10.9,10.0,76.0,10.6,arterial,1000.0,23,4,9,3,1
42.32391035619448,-71.05515956711008,2019-05-10 22:29:52+00:00,16.2,rain,0.3,24.5,10.0,89.0,14.4,arterial,1000.0,22,4,5,13,1
42.29928915456771,-71.07394634928605,2018-06-03 06:28:36+00:00,13.9,none,0.0,9.3,10.0,90.0,12.2,arterial,1000.0,6,6,6,2,1
42.29631152775569,-71.04625372700994,2019-03-27 22:09:49+00:00,3.2,none,0.0,12.1,10.0,51.0,-5.9,highway,1000.0,22,2,3,8,1
42.3466358349408,-71.06456485636484,2020-07-13 00:17:55+00:00,26.8,none,0.0,17.8,10.0,67.0,20.1,arterial,1000.0,0,0,7,6,1
42.32630241354249,-71.07087701999015,2020-10-23 19:07:42+00:00,16.6,none,0.0,10.0,10.0,81.0,13.4,arterial,1000.0,19,4,10,2,1
42.34602767037365,-71.09030940058206,2024-04-25 20:39:33+00:00,11.5,none,0.0,1.3,10.0,33.0,-4.1,arterial,1000.0,20,3,4,0,1
42.38043027036205,-71.03924627184387,2020-12-07 10:40:15+00:00,-4.0,none,0.0,13.7,10.0,78.0,-7.2,arterial,1000.0,10,0,12,0,1
42.36648280249861,-71.059265712643,2019-05-12 08:38:06+00:00,8.6,none,0.0,5.6,10.0,72.0,3.8,arterial,1000.0,8,6,5,3,1
42.31621347421316,-71.04858053236471,2025-07-16 10:08:25+00:00,22.4,none,0.0,6.7,10.0,96.0,21.6,arterial,1000.0,10,2,7,3,1
42.33497899674994,-71.10746158569042,2022-02-18 16:07:53+00:00,5.8,none,0.0,32.7,10.0,56.0,-2.3,arterial,1000.0,16,4,2,1,1
42.35218325358216,-71.0556785299683,2019-07-09 08:30:22+00:00,16.6,none,0.0,8.9,10.0,81.0,13.4,arterial,1000.0,8,1,7,9,1
42.3067336300434,-71.05862318470051,2024-03-25 18:21:04+00:00,3.7,none,0.0,30.8,10.0,58.0,-3.8,arterial,1000.0,18,0,3,1,1
42.35165674428261,-71.15192160086033,2022-01-23 03:29:11+00:00,-6.6,none,0.0,8.4,10.0,76.0,-10.2,arterial,1000.0,3,6,1,1,1
42.31354583283048,-71.08364899681426,2018-03-20 12:39:37+00:00,-6.8,none,0.0,13.3,10.0,67.0,-11.9,arterial,1000.0,12,1,3,2,1
42.336655835913845,-71.10880511437743,2023-07-13 09:29:15+00:00,20.1,none,0.0,5.0,10.0,98.0,19.7,arterial,1000.0,9,3,7,2,1
42.30414396292917,-71.08232420631086,2021-11-09 10:06:01+00:00,4.7,none,0.0,8.7,10.0,92.0,3.5,arterial,1000.0,10,1,11,8,1
42.31689265476022,-71.0983356941201,2021-08-14 07:28:26+00:00,24.8,none,0.0,8.9,10.0,85.0,22.1,arterial,1000.0,7,5,8,11,1
42.32964683917707,-71.08328650678628,2021-02-04 08:23:54+00:00,-1.6,none,0.0,12.5,10.0,83.0,-4.1,arterial,1000.0,8,3,2,13,1
42.35218325358216,-71.0556785299683,2023-09-17 20:20:15+00:00,24.8,none,0.0,14.6,10.0,44.0,11.6,arterial,1000.0,20,6,9,5,1
42.32805229928843,-71.06790176605713,2024-03-25 16:15:01+00:00,3.8,none,0.0,31.4,10.0,56.0,-4.2,arterial,1000.0,16,0,3,1,1
42.32861313791138,-71.08274163741525,2020-09-05 10:00:38+00:00,14.4,none,0.0,9.5,10.0,71.0,9.2,arterial,1000.0,10,5,9,16,1
42.3206617504034,-71.11076342218882,2021-06-01 21:02:05+00:00,23.5,none,0.0,14.9,10.0,42.0,9.9,arterial,1000.0,21,1,6,1,1
42.27119581419753,-71.09375331236092,2018-11-28 20:20:04+00:00,4.3,none,0.0,19.5,10.0,60.0,-2.8,arterial,1000.0,20,2,11,1,1
42.29054606675659,-71.04359714007512,2018-06-15 06:55:00+00:00,15.0,none,0.0,12.8,10.0,90.0,13.3,arterial,1000.0,6,4,6,1,1
42.38259300227404,-71.03797214934353,2021-05-03 02:43:59+00:00,13.6,none,0.0,14.6,10.0,83.0,10.7,arterial,1000.0,2,0,5,0,1
42.38159614499874,-71.07237578388705,2018-03-19 06:43:14+00:00,-10.2,none,0.0,12.2,10.0,69.0,-14.8,arterial,1000.0,6,0,3,1,1
42.32034044300611,-71.10244205163757,2018-12-08 10:15:24+00:00,-7.5,none,0.0,11.2,10.0,63.0,-13.4,arterial,1000.0,10,5,12,0,1
42.35767421310166,-71.12031128126672,2019-07-12 09:46:58+00:00,20.9,rain,6.6,11.9,10.0,96.0,20.2,arterial,1000.0,9,4,7,4,1
42.357046195029874,-71.05133815131173,2019-04-27 09:03:44+00:00,13.8,rain,0.8,12.0,10.0,97.0,13.4,arterial,1000.0,9,5,4,8,1
42.31707229038324,-71.08652152203159,2018-10-21 10:57:44+00:00,8.1,rain,0.1,19.7,10.0,67.0,2.2,arterial,1000.0,10,6,10,1,1
42.34967238850903,-71.16432622169525,2018-12-11 06:32:49+00:00,-6.2,none,0.0,10.5,10.0,69.0,-10.9,arterial,1000.0,6,1,12,0,1
42.34404274573892,-71.06205808521851,2020-08-08 10:50:36+00:00,18.5,rain,0.2,4.0,10.0,95.0,17.8,arterial,1000.0,10,5,8,8,1
42.33196395967507,-71.06941647729512,2024-08-17 01:09:28+00:00,18.4,none,0.0,9.8,10.0,92.0,17.1,arterial,1000.0,1,5,8,2,1
42.3249230491624,-71.09825252446801,2024-01-23 14:28:55+00:00,2.8,none,0.0,12.1,10.0,59.0,-4.3,arterial,1000.0,14,1,1,5,1
42.303946975426754,-71.07520525394465,2018-06-14 10:46:15+00:00,18.4,none,0.0,19.1,10.0,71.0,13.1,arterial,1000.0,10,3,6,0,1
42.36113595888564,-71.06512510018467,2023-04-17 10:48:12+00:00,8.8,none,0.0,8.1,10.0,95.0,8.1,arterial,1000.0,10,0,4,1,1
42.35507944715165,-71.05225967657873,2024-11-22 17:24:47+00:00,10.8,none,0.0,16.3,10.0,52.0,1.5,arterial,1000.0,17,4,11,8,1
42.3082336418386,-71.05850994027386,2019-03-28 06:04:07+00:00,-1.4,none,0.0,13.4,10.0,84.0,-3.7,arterial,1000.0,6,3,3,7,1
42.31706909804054,-71.0652080164487,2021-01-27 16:58:04+00:00,1.9,none,0.0,12.6,10.0,78.0,-1.5,arterial,1000.0,16,2,1,6,1
42.28464302785528,-71.09141066971604,2023-11-18 02:32:27+00:00,13.4,none,0.0,20.9,10.0,90.0,11.9,arterial,1000.0,2,5,11,10,1
42.360191792730845,-71.1507482053772,2021-10-16 13:18:30+00:00,20.0,none,0.0,22.6,10.0,90.0,18.3,arterial,1000.0,13,5,10,0,1
42.318021869218505,-71.08194167724652,2023-05-08 21:44:45+00:00,20.4,none,0.0,21.6,10.0,30.0,2.3,arterial,1000.0,21,0,5,4,1
42.30624366444354,-71.06701215681942,2020-02-14 15:20:01+00:00,-5.3,none,0.0,26.1,10.0,62.0,-11.5,arterial,1000.0,15,4,2,4,1
42.28740364304121,-71.05797201161054,2021-10-22 16:00:22+00:00,20.5,none,0.0,16.5,10.0,58.0,12.1,arterial,1000.0,16,4,10,0,1
42.33627616772608,-71.10999125266751,2019-12-14 02:32:29+00:00,4.1,rain,0.3,8.8,10.0,96.0,3.4,arterial,1000.0,2,5,12,4,1
42.238447420438256,-71.132804698258,2023-07-16 16:24:41+00:00,23.4,rain,0.7,19.5,10.0,95.0,22.6,arterial,1000.0,16,6,7,2,1
42.3667015364395,-71.06790196880588,2019-05-02 09:11:44+00:00,8.7,none,0.0,3.0,10.0,93.0,7.6,arterial,1000.0,9,3,5,6,1
42.35218325358216,-71.0556785299683,2018-07-09 02:14:48+00:00,19.9,none,0.0,16.6,10.0,60.0,12.0,arterial,1000.0,2,0,7,3,1
42.3492217416669,-71.09157917302562,2023-05-17 02:22:00+00:00,19.5,none,0.0,19.2,10.0,39.0,5.1,arterial,1000.0,2,2,5,1,1
42.361240684445406,-71.06631987476939,2019-06-22 14:54:18+00:00,22.8,none,0.0,17.5,10.0,55.0,13.1,arterial,1000.0,14,5,6,2,1
42.35051424804509,-71.08258802437132,2018-10-14 20:17:32+00:00,14.4,none,0.0,14.6,10.0,51.0,4.4,arterial,1000.0,20,6,10,5,1
42.34193602312309,-71.14592939304434,2020-11-03 20:18:27+00:00,5.1,none,0.0,18.6,10.0,40.0,-7.3,arterial,1000.0,20,1,11,1,1
42.25416196868717,-71.1334377182527,2023-12-06 17:04:28+00:00,1.6,none,0.0,13.7,10.0,60.0,-5.3,arterial,1000.0,17,2,12,0,1
42.34431618324725,-71.07720121013833,2019-12-12 18:23:11+00:00,-2.2,none,0.0,6.2,10.0,51.0,-10.9,arterial,1000.0,18,3,12,2,1
42.25706440258093,-71.12674898702116,2023-12-14 08:18:51+00:00,-3.6,none,0.0,10.0,10.0,58.0,-10.8,arterial,1000.0,8,3,12,0,1
42.28427911361944,-71.04372663373091,2019-10-26 14:10:27+00:00,11.8,none,0.0,12.0,10.0,82.0,8.7,arterial,1000.0,14,5,10,12,1
42.34811804821059,-71.08813477346843,2025-05-03 00:40:03+00:00,20.9,none,0.0,11.2,10.0,75.0,16.4,arterial,1000.0,0,5,5,6,1
42.27962391882821,-71.11903886728415,2025-04-29 21:46:05+00:00,21.1,none,0.0,23.2,10.0,45.0,8.6,arterial,1000.0,21,1,4,6,1
42.38410022359438,-71.0729563850165,2022-06-11 14:33:05+00:00,21.0,none,0.0,7.6,10.0,52.0,10.8,arterial,1000.0,14,5,6,5,1
42.32873169235003,-71.06849506213287,2018-12-01 14:18:54+00:00,1.4,none,0.0,13.2,10.0,75.0,-2.7,arterial,1000.0,14,5,12,2,1
42.32366749493465,-71.06019850830278,2018-11-10 11:29:56+00:00,8.6,rain,0.1,12.8,10.0,93.0,7.6,arterial,1000.0,11,5,11,1,1
42.27476230568566,-71.10976160358713,2018-07-13 14:36:11+00:00,25.0,none,0.0,10.9,10.0,52.0,14.5,arterial,1000.0,14,4,7,2,1
