segment_id,route_id,origin_city,destination_city,route_index,start_lat,start_lon,end_lat,end_lon,segment_distance_m,road_type,temperature,precipitation_type,precipitation_intensity,wind_speed,visibility,humidity,dew_point,segment_risk_score,segment_risk_binary
6d0a360a-4cec-4b38-b6be-563094698668,ab5ecd64-2e21-4b8b-b4ae-275a44e0d518,Portland,Washington,1,41.272602,-81.626443,40.0095,-78.677725,285680.52,residential,15.19,none,0.0,3.204,10.0,87.0,15.04,0.0,0
e9827021-e9fb-47d8-ae83-e79ac4154662,ab5ecd64-2e21-4b8b-b4ae-275a44e0d518,Portland,Washington,1,40.0095,-78.677725,38.740654,-76.895281,208268.27,residential,12.72,none,0.0,1.62,10.0,88.0,12.35,0.0,0
23192c7a-45b6-4e8e-a4bf-4886aa328fc3,ab5ecd64-2e21-4b8b-b4ae-275a44e0d518,Portland,Washington,1,38.740654,-76.895281,38.740914,-76.894838,48.08,residential,12.79,none,0.0,12.96,10.0,73.0,12.03,0.0,0
e23defc3-3c63-457b-b3ed-0c94a71f4d9e,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,43.884201,-79.629252,42.781352,-84.397375,404607.81,highway,10.56,none,0.0,9.288,10.0,84.0,9.86,0.0,0
99f5b87e-0f92-4b1a-8428-79b1eb5f6f75,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,42.781352,-84.397375,41.992258,-87.869368,298321.69,highway,10.42,none,0.0,1.836,10.0,90.0,9.87,0.0,0
732404fe-14d5-4a00-8a18-12cb5d7be224,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,41.992258,-87.869368,44.578971,-91.204613,394408.43,highway,10.75,none,0.0,9.252,10.0,59.0,9.42,0.0,0
89ba7508-3561-4209-a87d-b709cfb5c24c,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,44.578971,-91.204613,45.778449,-95.059124,330204.84,highway,7.11,none,0.0,12.96,10.0,54.0,4.67,0.0,0
2647f94f-fa78-4b51-9cb2-99a7151bc5e6,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,45.778449,-95.059124,46.861876,-101.715048,524964.29,arterial,3.82,none,0.0,9.36,10.0,61.0,1.41,0.0,0
c2681f33-92da-4ae7-8c5e-8980de0543e2,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,46.861876,-101.715048,45.972585,-108.027636,493763.77,arterial,3.86,none,0.0,7.272,10.0,59.0,2.02,0.0,0
8a4c3a0f-6830-4864-9ae6-ade930effecd,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,45.972585,-108.027636,46.726529,-113.679417,441714.54,arterial,2.45,none,0.0,5.472,10.0,72.0,1.01,0.0,0
ddf11f25-24ea-4c03-8c2e-3192a1c6febb,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,46.726529,-113.679417,47.623733,-116.531269,237506.8,residential,3.5,none,0.0,5.4,10.0,85.0,2.24,0.0,0
b9a6e4ce-46d3-42cd-84a6-4854d131d503,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,47.623733,-116.531269,47.39602,-121.480086,372493.72,residential,10.11,none,0.0,3.6,10.0,67.0,8.93,0.0,0
2531f763-7488-4d9b-a64b-f6269add1367,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,47.39602,-121.480086,49.265416,-123.260418,246013.22,residential,9.71,none,0.0,0.0,10.0,87.0,9.71,0.0,0
5262eb3c-9beb-430d-b277-479211b255b2,04b22c55-ae4d-4306-8767-191e07b8237e,Toronto,Vancouver,0,49.265416,-123.260418,49.266278,-123.261832,140.41,residential,10.31,none,0.0,3.204,10.0,90.0,9.75,0.0,0
a24918f1-1925-44e5-a7d5-bb78a5fa8ce3,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,43.884201,-79.629252,42.928227,-83.997197,368467.1,highway,9.44,none,0.0,10.44,10.0,89.0,7.9,0.0,0
776fa1c4-a57d-44cc-86a4-15848f530211,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,42.928227,-83.997197,41.67446,-87.768932,340038.9,highway,8.58,none,0.0,4.536,10.0,93.0,8.58,0.0,0
87907909-6d69-45b1-8b5e-05c4e38c64e7,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,41.67446,-87.768932,43.857195,-90.110605,308917.56,highway,11.82,none,0.0,0.0,10.0,58.0,10.57,0.0,0
9dbcf8f6-ee5b-43ef-9593-1703c00d3edf,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,43.857195,-90.110605,43.608668,-96.652148,526175.69,highway,7.88,none,0.0,16.668,10.0,61.0,5.1,0.0,0
6751d670-c906-44cf-b13e-f2e1e30a8a31,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,43.608668,-96.652148,44.661525,-103.854811,586396.35,arterial,1.38,none,0.0,15.48,10.0,82.0,-2.78,6.975,0
1d3b63c0-e263-4337-99f0-d1599e32c3a8,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,44.661525,-103.854811,45.648404,-110.603007,540233.63,arterial,5.17,none,0.0,6.516,10.0,74.0,3.77,0.0,0
c7de30e0-0b9e-4e01-b4b4-1b231f9af9da,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,45.648404,-110.603007,47.296744,-115.100298,390051.63,arterial,3.38,none,0.0,6.12,10.0,80.0,1.83,0.0,0
91df7fe7-ff56-4abb-b5db-81024af09d3d,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,47.296744,-115.100298,47.709327,-116.883159,141560.58,residential,8.03,none,0.0,5.508,10.0,79.0,7.37,0.0,0
70b53cb0-a4ac-417d-b254-5ee30a4a899c,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,47.709327,-116.883159,47.473799,-121.778523,367979.78,residential,9.93,none,0.0,5.22,10.0,66.0,9.62,0.0,0
b5b84089-7069-4f66-9e79-d6e7c2263c65,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,47.473799,-121.778523,49.265843,-123.261177,227369.88,residential,9.58,none,0.0,1.62,10.0,87.0,9.58,0.0,0
3c912c8f-660b-4aa4-a4b3-31d0f0017446,9dfddc3d-2e18-4377-8493-d90600414c1d,Toronto,Vancouver,1,49.265843,-123.261177,49.266278,-123.261832,67.81,residential,10.31,none,0.0,3.204,10.0,90.0,9.75,0.0,0
4abfcb88-09b1-412f-8152-d51a3fb5ba0d,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,42.334773,-83.330439,42.223831,-83.413904,14118.53,highway,10.96,none,0.0,11.124,10.0,69.0,9.91,0.0,0
547e9ee7-0717-48ca-a5e4-cf1917c30f4d,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,42.223831,-83.413904,41.926841,-83.359877,33323.48,highway,11.0,none,0.0,7.416,10.0,82.0,10.3,0.0,0
9551f0d5-7bcd-4e37-9d7e-2827fd4c4a22,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,41.926841,-83.359877,41.686982,-83.516294,29655.1,highway,9.84,none,0.0,3.708,10.0,89.0,9.84,0.0,0
1f97bd36-60ac-4493-a5ec-4f5095d4ec10,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,41.686982,-83.516294,41.422706,-83.294618,34695.56,highway,10.59,none,0.0,0.0,10.0,88.0,10.0,0.0,0
bfce40d1-49de-4846-a7bb-9f296b768087,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,41.422706,-83.294618,41.112598,-83.187628,35622.99,arterial,11.45,none,0.0,6.624,10.0,84.0,10.84,0.0,0
fd45814e-bab7-4d5b-8609-b5c61c6ca445,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,41.112598,-83.187628,40.692587,-83.151595,46801.17,arterial,11.96,none,0.0,6.408,10.0,87.0,11.48,0.0,0
5231b7f5-c1bd-4357-9bfd-f67d60e7ac76,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,40.692587,-83.151595,40.298104,-83.054008,44633.93,arterial,12.54,none,0.0,0.0,10.0,86.0,12.1,0.0,0
7a0dd8ad-5bff-4a1d-858c-71c3118209ec,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,40.298104,-83.054008,40.064174,-82.996766,26462.49,residential,13.75,none,0.0,7.416,10.0,85.0,13.4,0.0,0
fb04a3ee-12ab-44ab-80cc-9bda51335216,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,40.064174,-82.996766,39.900636,-82.896465,20092.57,residential,14.72,none,0.0,7.416,10.0,83.0,14.41,0.0,0
590ea9ea-ca1e-445e-b3fc-0511908272bb,cd2f8e04-cb19-4a31-ab5b-bc7c8203b830,Detroit,Columbus,0,39.900636,-82.896465,39.780267,-82.907743,13419.01,residential,15.22,none,0.0,11.124,10.0,82.0,14.94,0.0,0
318e7063-460b-4742-9a62-73d8558eeaa0,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,42.334773,-83.330439,42.216828,-83.411249,14703.89,highway,10.96,none,0.0,11.124,10.0,69.0,9.91,0.0,0
291cd926-93a5-4a00-b132-24db4e3871e1,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,42.216828,-83.411249,41.884518,-83.388403,36999.3,highway,10.86,none,0.0,7.416,10.0,82.0,10.14,0.0,0
6b710ac1-28bb-4d5f-8580-e7a8d5d4043b,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,41.884518,-83.388403,41.677059,-83.574134,27736.68,highway,9.7,none,0.0,3.708,10.0,90.0,9.7,0.0,0
f55f6376-0f1c-45a1-9936-21723377e8cf,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,41.677059,-83.574134,41.321756,-83.626436,39747.27,highway,10.56,none,0.0,0.0,10.0,87.0,9.94,0.0,0
c6cd28e2-a556-4391-9e47-363e718fc6d9,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,41.321756,-83.626436,40.990974,-83.650178,36834.95,arterial,10.86,none,0.0,0.0,10.0,87.0,10.27,0.0,0
a401605f-6f89-457f-9f2d-092670ffb100,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,40.990974,-83.650178,40.810163,-83.236344,40174.0,arterial,10.88,none,0.0,7.524,10.0,87.0,10.3,0.0,0
1400cb94-17f7-4621-8593-8c51e5fbe7c9,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,40.810163,-83.236344,40.313066,-83.065789,57121.51,arterial,12.51,none,0.0,1.62,10.0,86.0,12.06,0.0,0
67140d99-e86a-43e5-86c9-537d2b9e35ab,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,40.313066,-83.065789,40.10773,-82.979654,23975.29,residential,13.64,none,0.0,7.416,10.0,85.0,13.28,0.0,0
399eb6a4-4467-4a31-951e-4a456e417415,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,40.10773,-82.979654,39.903718,-82.903321,23598.38,residential,14.68,none,0.0,7.416,10.0,83.0,14.37,0.0,0
b45beb62-0d22-4c52-b0aa-b33cb5fb55da,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,39.903718,-82.903321,39.780289,-82.907735,13729.85,residential,14.93,none,0.0,5.544,10.0,83.0,14.65,0.0,0
dad1e3a5-7cfb-4d79-8477-025aecd7f7f0,8ce450c0-dd16-4acb-9976-b93d1e33d347,Detroit,Columbus,1,39.780289,-82.907735,39.780267,-82.907743,2.54,residential,15.38,none,0.0,11.124,10.0,83.0,15.14,0.0,0
ef270dc9-6f4d-4715-8e5e-e368100c4b50,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,33.884428,-118.190174,34.348558,-117.440776,86155.48,highway,15.71,none,0.0,14.832,10.0,60.0,14.9,0.0,0
582a30c2-080f-43d7-acd3-261dcc556077,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,34.348558,-117.440776,36.210311,-115.129301,294735.8,highway,13.36,none,0.0,1.404,10.0,34.0,11.64,0.0,0
e37af92d-ae4b-4e62-b72e-3ef291086ea2,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,36.210311,-115.129301,37.323096,-113.287212,205503.48,highway,18.16,none,0.0,5.364,10.0,23.0,16.63,0.0,0
6dda8095-00fa-4702-9853-865cb0f6a41c,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,37.323096,-113.287212,38.804646,-112.063496,196506.54,highway,7.55,none,0.0,7.38,10.0,41.0,6.29,0.0,0
7e1ef005-54e4-4346-94a4-dcdc5b86be29,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,38.804646,-112.063496,38.921272,-110.385014,145901.37,arterial,5.15,none,0.0,16.74,10.0,46.0,1.7,0.0,0
b01a29f5-2c84-4546-8e8b-6e80cf09c116,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,38.921272,-110.385014,39.173966,-108.292652,182856.37,arterial,9.6,none,0.0,9.432,10.0,33.0,8.27,0.0,0
52f6eca7-06dd-4cd5-8f83-7d920c84413b,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,39.173966,-108.292652,39.586723,-107.19413,104979.29,arterial,2.95,none,0.0,9.252,10.0,61.0,0.41,0.0,0
656279fa-0537-4a8d-9c12-fa48f2a4223b,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,39.586723,-107.19413,39.523073,-106.141983,90480.35,residential,0.41,none,0.0,6.192,10.0,61.0,-1.61,0.0,0
4f0ad062-856b-4d9c-9473-9c7a7372cd34,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,39.523073,-106.141983,39.728909,-105.42425,65592.8,residential,-8.09,none,0.0,3.24,10.0,77.0,-8.09,0.0,0
c8e56f63-d77b-4a02-a3c8-a8e74c8d26f5,a72e295c-e378-4ca2-9a03-340dd60b32fc,Los Angeles,Denver,0,39.728909,-105.42425,39.929358,-105.288899,25107.43,residential,1.91,none,0.0,8.352,10.0,61.0,-0.58,0.0,0
cfe2b12e-eb1c-490b-8cf4-e8553e88cf65,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,33.884428,-118.190174,34.304785,-117.464924,81514.44,highway,15.99,none,0.0,14.832,10.0,61.0,15.24,0.0,0
2bccd8b7-e1d0-4af3-8c33-d7cfc49e971c,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,34.304785,-117.464924,36.161375,-115.160497,293962.56,highway,14.02,none,0.0,2.844,10.0,37.0,12.44,0.0,0
31a49052-ed3f-4d69-9101-2a49ed529091,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,36.161375,-115.160497,37.106658,-113.55904,177387.49,highway,17.83,none,0.0,5.328,10.0,22.0,16.24,0.0,0
8856505f-76ce-4ad8-9a94-08dc5a8ee322,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,37.106658,-113.55904,39.084031,-112.275168,246907.42,highway,5.83,none,0.0,12.636,10.0,40.0,3.17,0.0,0
3a8e8ae2-71ec-4c5c-a248-fca74bd75336,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,39.084031,-112.275168,40.320177,-111.649281,147513.03,arterial,5.34,none,0.0,10.044,10.0,56.0,3.07,0.0,0
34227e77-cdd4-42c8-808d-6c7ad34b148d,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,40.320177,-111.649281,41.067744,-111.268198,89118.26,arterial,2.0,none,0.0,4.824,10.0,64.0,0.77,0.0,0
c205c8ff-033c-46ab-9132-45a872e95dfa,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,41.067744,-111.268198,41.669301,-108.93838,205597.45,arterial,0.97,none,0.0,19.188,10.0,67.0,-3.88,0.0,0
cbf8ae7c-cce7-4f71-a472-6ce9ff826f5b,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,41.669301,-108.93838,41.273495,-105.59321,282143.63,residential,2.07,none,0.0,17.208,10.0,63.0,-2.21,0.0,0
a4fac3fb-acea-48ef-a40c-d14f756c4d5b,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,41.273495,-105.59321,40.593197,-105.001457,90516.59,residential,3.55,none,0.0,4.824,10.0,57.0,2.53,0.0,0
be092883-f3cd-44ef-a32e-6239340a253a,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,40.593197,-105.001457,39.930089,-105.287032,77613.8,residential,8.8,none,0.0,14.832,10.0,57.0,6.47,0.0,0
8c40f983-57e7-4a8a-8a7d-f98ddae61c4d,c84ce63a-ca05-4b41-a63f-06577580c9b3,Los Angeles,Denver,1,39.930089,-105.287032,39.929358,-105.288899,178.75,residential,7.19,none,0.0,16.668,10.0,58.0,4.24,0.0,0
cdda373a-eac2-4d00-84fb-9fb19b3d1704,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,41.831661,-87.763022,41.601615,-87.184938,54374.06,highway,13.58,none,0.0,9.252,10.0,81.0,13.11,0.0,0
c0d1ce9f-6176-4372-8ecc-d9eeead71c22,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,41.601615,-87.184938,42.242263,-85.567092,151624.87,highway,9.88,none,0.0,4.284,10.0,92.0,9.88,0.0,0
a75f73a2-d943-4672-ac3b-416d321d79dd,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,42.242263,-85.567092,42.281067,-84.292421,104984.57,highway,7.09,none,0.0,0.0,10.0,93.0,7.09,0.0,0
17956844-9eac-4b50-9a0a-65edacf9ae82,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,42.281067,-84.292421,42.377854,-83.227381,88209.72,highway,9.19,none,0.0,5.544,10.0,88.0,8.68,0.0,0
c4209f88-78c6-49c8-b0dd-4d67f76c9780,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,42.377854,-83.227381,42.407675,-82.019016,99287.84,arterial,12.27,none,0.0,11.988,10.0,81.0,11.67,0.0,0
9295ab05-18d7-4631-97b7-4aae7b54e031,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,42.407675,-82.019016,43.620115,-79.758606,227913.72,arterial,11.23,none,0.0,5.184,10.0,86.0,10.65,0.0,0
7d4122dd-c298-495f-99be-340c05e28ca1,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,43.620115,-79.758606,44.023982,-77.902008,155566.82,arterial,10.78,none,0.0,14.868,10.0,92.0,10.32,0.0,0
8bc23904-0d44-4b58-944b-6a1644467754,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,44.023982,-77.902008,45.122958,-74.525405,294022.32,residential,12.73,none,0.0,13.86,10.0,70.0,11.89,0.0,0
a27a43f1-0046-4ad2-b76c-adaa3aa58e85,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,45.122958,-74.525405,45.335533,-73.800582,61486.61,residential,15.44,none,0.0,20.304,10.0,49.0,14.32,0.0,0
732f29aa-5081-4ed7-9235-6ad4a690b54f,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,45.335533,-73.800582,45.327173,-73.423079,29524.27,residential,13.99,none,0.1,12.96,10.0,34.0,12.33,0.0,0
67853887-999f-42c9-8d8a-d189b36d2309,4e47ea06-fa4f-4076-9eb2-355e70fd7276,Chicago,Montreal,0,45.327173,-73.423079,45.323406,-73.413527,856.22,residential,13.98,none,0.1,19.872,10.0,40.0,12.48,0.0,0
ed919372-dd4a-4bf3-922c-a06efd482391,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,41.831661,-87.763022,41.601577,-87.151066,56872.2,highway,13.54,none,0.0,9.252,10.0,81.0,13.06,0.0,0
56f0a18c-2d6f-4517-a416-bfae95bb8051,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,41.601577,-87.151066,42.255294,-85.536405,152069.48,highway,9.88,none,0.0,4.428,10.0,92.0,9.88,0.0,0
5f8cb6d3-9b57-43a6-b41d-d16109d01e73,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,42.255294,-85.536405,42.772517,-84.669117,91436.95,highway,8.67,none,0.0,1.872,10.0,85.0,8.67,0.0,0
dabb96e3-dd04-4347-95a1-87ab6c492e60,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,42.772517,-84.669117,43.015601,-83.544741,95499.04,highway,8.81,none,0.0,0.0,10.0,81.0,8.81,0.0,0
624d7cf3-bd32-4e32-8a07-9ead92c7fce2,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,43.015601,-83.544741,42.992536,-82.19452,109825.28,arterial,10.94,none,0.0,10.44,10.0,88.0,10.39,0.0,0
d4b53f95-7634-4644-a9c6-6afc39e18ea4,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,42.992536,-82.19452,43.559951,-79.841694,200645.02,arterial,10.73,none,0.0,2.916,10.0,80.0,9.95,0.0,0
7d7f40cd-dc5c-474c-a072-4aa153a505df,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,43.559951,-79.841694,43.998366,-78.072195,150190.39,arterial,11.98,none,0.0,9.252,10.0,84.0,11.43,0.0,0
3e42bf5a-6a6b-45c4-9f6f-9af7b7fd6793,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,43.998366,-78.072195,45.063121,-74.701957,292180.64,residential,12.72,none,0.0,6.444,10.0,70.0,11.88,0.0,0
112d72a3-8b51-4fde-a8d4-1e8f73b5ae70,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,45.063121,-74.701957,45.333624,-73.804233,76500.87,residential,15.44,none,0.0,21.708,10.0,49.0,14.32,0.0,0
6b21b84a-6f9f-4ac2-9739-8442af06889b,8f7813f3-6869-4eb8-941d-985657b16d0d,Chicago,Montreal,1,45.333624,-73.804233,45.324096,-73.416093,30360.96,residential,13.99,none,0.1,12.96,10.0,34.0,12.33,0.0,0
